site,group,space,trial,objective,test_mse_median,hash,learning_rate,hidden_dim,num_layers,out_channels,dropout,use_mixup,use_mixup_phys,use_mixup_temporal,use_jitter,sigma_mixup,sigma_phys,sigma_temporal,sigma_jitter,augmentation_factor
212,h_hebo_aug,small,1,0.5674437880516052,0.5430221557617188,2d98ccd67cfb88af,0.4987567067146301,48,3,112,0.42265769839286804,False,False,True,False,0.312672,0.406946,0.114022,0.028834,2.8227
212,h_hebo_aug,small,2,0.19022132456302643,0.2180224359035492,da80eb923b44ab92,0.05406401678919792,240,2,224,0.2792854309082031,True,True,False,True,0.091074,0.21398,0.318084,0.487752,1.6922
212,h_hebo_aug,small,3,0.5672377347946167,0.5429878830909729,08a59377807fb667,0.18932810425758362,112,2,64,0.11125998944044113,True,False,False,True,0.176671,0.061723,0.488881,0.171072,2.4308
212,h_hebo_aug,small,4,0.5689904689788818,0.5436341166496277,436f07f569b841ec,0.2580527067184448,160,1,192,0.7922543287277222,False,True,True,False,0.445282,0.375513,0.217894,0.324697,2.0607
212,h_hebo_aug,small,5,0.5641111135482788,0.5421885848045349,ba29c8207e210706,0.3245227038860321,96,2,144,0.6090475916862488,False,False,False,True,0.029548,0.11284,0.167164,0.247058,1.6338
212,h_hebo_aug,small,6,0.5696740746498108,0.5440056920051575,036327d9fea838b6,0.13055747747421265,192,3,32,0.09055475145578384,True,True,True,False,0.374243,0.286172,0.386485,0.277184,2.7636
212,h_hebo_aug,small,7,0.40873539447784424,0.39734864234924316,5c0c4f8d7ed642f0,0.11246997117996216,64,1,224,0.31952333450317383,True,False,True,False,0.383278,0.442317,0.313292,0.083047,2.1194
212,h_hebo_aug,small,8,0.5722639560699463,0.5451783537864685,7ca933614a90face,0.43241018056869507,192,2,96,0.5753940939903259,False,True,False,True,0.23872,0.140505,0.02694,0.420379,2.4889
212,h_hebo_aug,small,9,0.4181956350803375,0.43194594979286194,02b988da6b9d5266,0.3822706341743469,128,1,32,0.2324233055114746,False,False,False,True,0.492173,0.190346,0.075375,0.295926,2.188
212,h_hebo_aug,small,10,0.5641771554946899,0.5417250394821167,75431825f007f2ba,0.07673536986112595,144,2,160,0.4640510678291321,True,True,True,False,0.16231,0.49195,0.355566,0.203671,2.5552
