site,config,seed,norm_MSE,norm_MAE,raw_MSE,best_epoch,n_params
56,KANConv_M5,55,0.132729560136795,0.2358644008636474,1.0808086395263672,25,72227
56,Shared,789,0.1071962043642997,0.2047563642263412,0.8728921413421631,25,72190
56,Shared,2026,0.1231995970010757,0.2372739762067794,1.0032066106796265,17,72190
56,Shared,11,0.1035148948431015,0.1952087134122848,0.842915415763855,28,72190
56,Shared,22,0.1359044462442398,0.2418073713779449,1.1066615581512451,44,72190
56,Shared,33,0.1086842194199562,0.2047401368618011,0.8850088715553284,25,72190
56,Shared,44,0.1062418818473815,0.2090673893690109,0.8651211261749268,17,72190
56,Shared,55,0.1200371533632278,0.2234057784080505,0.9774551391601562,21,72190
56,Kernel,789,0.114561341702938,0.2144686877727508,0.9328657388687134,29,77266
56,Kernel,2026,0.1256291419267654,0.2385008931159973,1.0229904651641846,16,77266
56,Kernel,11,0.1165719479322433,0.2144857496023178,0.949238121509552,29,77266
56,Kernel,22,0.1270654946565628,0.23342365026474,1.03468656539917,23,77266
56,Kernel,33,0.1189530193805694,0.2425181865692138,0.9686270356178284,10,77266
56,Kernel,44,0.1116224974393844,0.2186770886182785,0.9089351296424866,12,77266
56,Kernel,55,0.1324750185012817,0.2409046590328216,1.0787358283996582,25,77266
56,Frozen,789,0.1119788959622383,0.2134785950183868,0.911837100982666,24,72184
56,Frozen,2026,0.104958988726139,0.2061783820390701,0.8546745181083679,23,72184
56,Frozen,11,0.1175644546747207,0.2174116373062133,0.9573200941085817,33,72184
56,Frozen,22,0.1041121408343315,0.2056347429752349,0.8477786183357239,23,72184
56,Frozen,33,0.1177033856511116,0.230928748846054,0.9584512710571288,28,72184
56,Frozen,44,0.117247425019741,0.2166157811880111,0.9547385573387146,27,72184
56,Frozen,55,0.1322366148233413,0.2379906773567199,1.0767946243286133,23,72184
56,LinearCalib,789,0.1288268566131591,0.2468235045671463,1.0490291118621826,17,72191
56,LinearCalib,2026,0.1113867610692977,0.2173422127962112,0.9070155024528505,15,72191
56,LinearCalib,11,0.116621121764183,0.219565749168396,0.9496384859085084,26,72191
