site,config,seed,norm_MSE,norm_MAE,raw_MSE,best_epoch,n_params
SQ1,Frozen,42,0.1235825419425964,0.245768517255783,23622120.0,16,72040
SQ1,Frozen,123,0.1237312778830528,0.2428742200136184,23650546.0,11,72040
SQ1,Frozen,456,0.1301258355379104,0.2607206106185913,24872830.0,6,72040
SQ1,Frozen,789,0.1226363629102706,0.2449758052825927,23441260.0,17,72040
SQ1,Frozen,2026,0.1344737857580185,0.2508503794670105,25703920.0,13,72040
SQ1,Frozen,11,0.1294789761304855,0.2431917339563369,24749186.0,16,72040
SQ1,Frozen,22,0.1368986666202545,0.2627591788768768,26167424.0,10,72040
SQ1,Frozen,33,0.1348223388195037,0.2535435855388641,25770544.0,8,72040
SQ1,Frozen,44,0.1575399041175842,0.2855654954910278,30112878.0,10,72040
SQ1,Frozen,55,0.1277195811271667,0.2505366802215576,24412886.0,12,72040
SQ1,LinearCalib,42,0.131016343832016,0.2541623413562774,25043046.0,9,72046
SQ1,LinearCalib,123,0.135586529970169,0.2763119637966156,25916614.0,7,72046
SQ1,LinearCalib,456,0.1342416256666183,0.2457335591316223,25659546.0,19,72046
SQ1,LinearCalib,789,0.1301173269748687,0.2514342367649078,24871202.0,17,72046
SQ1,LinearCalib,2026,0.1526271104812622,0.2896076440811157,29173826.0,7,72046
SQ1,LinearCalib,11,0.1229929700493812,0.247658759355545,23509428.0,12,72046
SQ1,LinearCalib,22,0.1365907788276672,0.2699695825576782,26108574.0,8,72046
SQ1,LinearCalib,33,0.1328961253166198,0.2489328980445861,25402356.0,15,72046
SQ1,LinearCalib,44,0.1366637647151947,0.2689793407917022,26122520.0,7,72046
SQ1,LinearCalib,55,0.1386315077543258,0.2771501839160919,26498648.0,7,72046
56,KANConv_base,42,0.1111396998167038,0.2110965847969055,0.9050036668777466,22,72226
56,KANConv_base,123,0.1102266758680343,0.2166622430086136,0.897568941116333,19,72226
56,KANConv_base,456,0.108649805188179,0.2031309604644775,0.884728729724884,81,72226
56,KANConv_base,789,0.1131346374750137,0.2107458263635635,0.9212485551834106,34,72226
56,KANConv_base,2026,0.1070055365562439,0.2041857838630676,0.8713393807411194,35,72226
56,KANConv_base,11,0.1065895482897758,0.2044811397790908,0.8679520487785339,24,72226
56,KANConv_base,22,0.100382499396801,0.2029088735580444,0.8174085021018982,23,72226
56,KANConv_base,33,0.1106231212615966,0.2176894694566726,0.9007973074913024,28,72226
56,KANConv_base,44,0.1146081089973449,0.2103995084762573,0.933246910572052,38,72226
56,KANConv_base,55,0.1301425993442535,0.2333635240793228,1.059743046760559,25,72226
73,KANConv_base,42,0.1083591058850288,0.2051256000995636,0.8398573994636536,32,72226
73,KANConv_base,123,0.1044195741415023,0.1969077289104461,0.809323251247406,18,72226
73,KANConv_base,456,0.1059203222393989,0.2026975899934768,0.8209551572799683,25,72226
73,KANConv_base,789,0.1225368827581405,0.2289633452892303,0.9497448801994324,21,72226
73,KANConv_base,2026,0.1029163673520088,0.200421541929245,0.79767245054245,19,72226
73,KANConv_base,11,0.1066681668162345,0.2017498612403869,0.8267514109611511,22,72226
73,KANConv_base,22,0.1014998257160186,0.1954753696918487,0.7866933345794678,29,72226
73,KANConv_base,33,0.1164140999317169,0.2262188792228698,0.9022890329360962,24,72226
73,KANConv_base,44,0.1146757677197456,0.2118246704339981,0.8888158202171326,16,72226
73,KANConv_base,55,0.1159153133630752,0.2175689339637756,0.8984232544898987,28,72226
11,KANConv_base,42,0.2128200829029083,0.3695088326931,4791.732421875,39,72076
11,KANConv_base,123,0.1766200512647628,0.3185125291347503,3976.673828125,31,72076
11,KANConv_base,456,0.1741292625665664,0.321640282869339,3920.593017578125,36,72076
11,KANConv_base,789,0.1933494657278061,0.3417669534683227,4353.34375,37,72076
11,KANConv_base,2026,0.2097644954919815,0.3615995645523071,4722.93505859375,29,72076
11,KANConv_base,11,0.1710429638624191,0.3070338666439056,3851.103759765625,39,72076
11,KANConv_base,22,0.220712810754776,0.3571192920207977,4969.4404296875,35,72076
11,KANConv_base,33,0.2326298952102661,0.3687623143196106,5237.7587890625,44,72076
11,KANConv_base,44,0.1957960575819015,0.3476377725601196,4408.4287109375,37,72076
11,KANConv_base,55,0.186257004737854,0.3353283703327179,4193.65380859375,24,72076
67,KANConv_base,42,0.1275526136159896,0.2480049282312393,0.6641621589660645,21,72226
67,KANConv_base,123,0.1193542256951332,0.235954150557518,0.6214735507965088,24,72226
67,KANConv_base,456,0.1221107617020607,0.2416548877954483,0.6358267664909363,18,72226
67,KANConv_base,789,0.1213120445609092,0.2524227201938629,0.6316677927970886,7,72226
67,KANConv_base,2026,0.1311592608690261,0.2637945413589477,0.6829419136047363,22,72226
67,KANConv_base,11,0.1149735674262046,0.2364766895771026,0.5986635684967041,24,72226
67,KANConv_base,22,0.1129601597785949,0.2312346547842025,0.5881797671318054,18,72226
67,KANConv_base,33,0.125001922249794,0.2519747614860534,0.6508808732032776,22,72226
67,KANConv_base,44,0.1196027472615242,0.2317070960998535,0.6227676272392273,30,72226
67,KANConv_base,55,0.1134050115942955,0.2317854613065719,0.5904961824417114,17,72226
79,KANConv_base,42,0.1956012994050979,0.325202077627182,1.7378859519958496,15,72226
79,KANConv_base,123,0.1764019280672073,0.2922336459159851,1.5673023462295532,16,72226
79,KANConv_base,456,0.1663342267274856,0.2793639898300171,1.4778525829315186,22,72226
79,KANConv_base,789,0.1918442100286483,0.3088802397251129,1.704504370689392,19,72226
79,KANConv_base,2026,0.2152606844902038,0.3429621458053589,1.9125560522079468,14,72226
79,KANConv_base,11,0.1952322572469711,0.3122656941413879,1.7346067428588867,27,72226
79,KANConv_base,22,0.167394757270813,0.2862768173217773,1.4872751235961914,29,72226
79,KANConv_base,33,0.1991267055273056,0.3077633082866668,1.769208312034607,24,72226
79,KANConv_base,44,0.1773291081190109,0.2848078310489654,1.57554030418396,26,72226
79,KANConv_base,55,0.1542122364044189,0.2702218890190124,1.370150804519653,18,72226
SQ1,KANConv_base,42,0.126268669962883,0.2386563569307327,24135556.0,27,72076
SQ1,KANConv_base,123,0.1269722431898117,0.2467498034238815,24270036.0,9,72076
SQ1,KANConv_base,456,0.1295712292194366,0.2402388155460357,24766820.0,23,72076
SQ1,KANConv_base,789,0.1211804077029228,0.2378239035606384,23162964.0,17,72076
SQ1,KANConv_base,2026,0.1261086165904998,0.2582055628299713,24104960.0,5,72076
SQ1,KANConv_base,11,0.1228577122092247,0.2357030808925628,23483570.0,24,72076
SQ1,KANConv_base,22,0.1328690201044082,0.2445033937692642,25397180.0,36,72076
SQ1,KANConv_base,33,0.1421335488557815,0.2690541446208954,27168046.0,7,72076
SQ1,KANConv_base,44,0.1297353655099868,0.248410552740097,24798194.0,15,72076
SQ1,KANConv_base,55,0.1283898502588272,0.2608647048473358,24541006.0,9,72076
56,MLPConv,42,0.1061137020587921,0.207266092300415,0.8640772700309753,24,72359
56,MLPConv,123,0.1033597737550735,0.2020194232463836,0.8416522145271301,17,72359
56,MLPConv,456,0.119788609445095,0.2271775752305984,0.9754312038421632,24,72359
56,MLPConv,789,0.11486369371414185,0.21551862359046936,0.9353278875350952,26,72359
56,MLPConv,2026,0.1103907898068428,0.2136520892381668,0.8989054560661316,24,72359
56,MLPConv,11,0.10783005505800247,0.2044246941804886,0.8780534267425537,37,72359
56,MLPConv,22,0.11083701252937317,0.20904894173145294,0.9025390148162842,24,72359
56,MLPConv,33,0.11235325783491135,0.2170676738023758,0.9148855805397034,26,72359
56,MLPConv,44,0.10390104353427887,0.20122671127319336,0.8460596799850464,23,72359
56,MLPConv,55,0.11950468271970749,0.22662600874900818,0.9731192588806152,25,72359
73,MLPConv,42,0.1100078672170639,0.21276576817035675,0.852636456489563,22,72359
73,MLPConv,123,0.11802342534065247,0.22249604761600494,0.9147624373435974,26,72359
73,MLPConv,456,0.11527879536151886,0.22279173135757446,0.8934897184371948,27,72359
73,MLPConv,789,0.11038543283939362,0.2122754603624344,0.8555627465248108,32,72359
73,MLPConv,2026,0.10982174426317215,0.21126477420330048,0.8511938452720642,19,72359
73,MLPConv,11,0.10826391726732254,0.19918714463710785,0.8391194939613342,21,72359
73,MLPConv,22,0.10835516452789307,0.20478598773479462,0.8398269414901733,18,72359
73,MLPConv,33,0.10907626897096634,0.2101476788520813,0.8454160690307617,22,72359
73,MLPConv,44,0.11236439645290375,0.20782598853111267,0.8709012866020203,23,72359
73,MLPConv,55,0.1295674443244934,0.23847541213035583,1.0042363405227661,33,72359
11,MLPConv,42,0.2132013440132141,0.35537150502204895,4800.3173828125,52,72190
11,MLPConv,123,0.208873450756073,0.3520117402076721,4702.87255859375,30,72190
11,MLPConv,456,0.20744025707244873,0.34462377429008484,4670.603515625,99,72190
11,MLPConv,789,0.1778900921344757,0.3244992792606354,4005.26953125,32,72190
11,MLPConv,2026,0.19617372751235962,0.34114012122154236,4416.93310546875,52,72190
11,MLPConv,11,0.20868198573589325,0.34648600220680237,4698.56201171875,69,72190
11,MLPConv,22,0.21967987716197968,0.36384129524230957,4946.18408203125,27,72190
11,MLPConv,33,0.1964513212442398,0.33960914611816406,4423.18310546875,34,72190
11,MLPConv,44,0.1911240965127945,0.3460194766521454,4303.23876953125,42,72190
11,MLPConv,55,0.220800518989563,0.3808212876319885,4971.4150390625,12,72190
67,MLPConv,42,0.14194104075431824,0.25560182332992554,0.7390822768211365,24,72359
67,MLPConv,123,0.11973434686660767,0.2213737964630127,0.6234528422355652,30,72359
67,MLPConv,456,0.11698522418737411,0.251244455575943,0.6091381311416626,15,72359
67,MLPConv,789,0.11876437067985535,0.2485591471195221,0.6184022426605225,17,72359
67,MLPConv,2026,0.1334669142961502,0.2579873204231262,0.6949577331542969,29,72359
67,MLPConv,11,0.12029612809419632,0.24263280630111694,0.6263779401779175,25,72359
67,MLPConv,22,0.12388522177934647,0.24357974529266357,0.6450662612915039,20,72359
67,MLPConv,33,0.12491309642791748,0.2374432384967804,0.6504184007644653,33,72359
67,MLPConv,44,0.12445802241563797,0.23755720257759094,0.6480488777160645,26,72359
67,MLPConv,55,0.1289987713098526,0.2453719675540924,0.671692430973053,18,72359
79,MLPConv,42,0.19048485159873962,0.30732178688049316,1.6924266815185547,24,72359
79,MLPConv,123,0.2036103457212448,0.32119402289390564,1.8090449571609497,21,72359
79,MLPConv,456,0.17535510659217834,0.29250624775886536,1.5580015182495117,23,72359
79,MLPConv,789,0.16712263226509094,0.27535322308540344,1.4848573207855225,28,72359
79,MLPConv,2026,0.20242208242416382,0.3244008421897888,1.7984870672225952,41,72359
79,MLPConv,11,0.18169310688972473,0.306766152381897,1.6143134832382202,11,72359
79,MLPConv,22,0.16339975595474243,0.27434882521629333,1.4517802000045776,21,72359
79,MLPConv,33,0.1811431497335434,0.29595184326171875,1.6094272136688232,25,72359
79,MLPConv,44,0.16494520008563995,0.2813680171966553,1.4655109643936157,21,72359
79,MLPConv,55,0.19432011246681213,0.3055020570755005,1.7265024185180664,27,72359
SQ1,MLPConv,42,0.1340688169002533,0.24347013235092163,25626510.0,20,72190
SQ1,MLPConv,123,0.13155141472816467,0.24326547980308533,25145320.0,15,72190
SQ1,MLPConv,456,0.12929746508598328,0.24211886525154114,24714494.0,23,72190
SQ1,MLPConv,789,0.1334107220172882,0.25377899408340454,25500724.0,10,72190
SQ1,MLPConv,2026,0.12893344461917877,0.2624300420284271,24644912.0,6,72190
SQ1,MLPConv,11,0.12433722615242004,0.24110481142997742,23766372.0,16,72190
SQ1,MLPConv,22,0.12337999790906906,0.25342419743537903,23583402.0,8,72190
SQ1,MLPConv,33,0.13901616632938385,0.25004518032073975,26572168.0,15,72190
SQ1,MLPConv,44,0.12984341382980347,0.25796693563461304,24818848.0,6,72190
SQ1,MLPConv,55,0.12360310554504395,0.2425074577331543,23626048.0,12,72190
