site,group,space,trial,objective,test_mse_median,hash,learning_rate,hidden_dim,num_layers,out_channels,dropout,use_mixup,use_mixup_phys,use_mixup_temporal,use_jitter,sigma_mixup,sigma_phys,sigma_temporal,sigma_jitter,augmentation_factor
213,i_dehb_aug,small,1,0.3502659499645233,0.3651180565357208,91808d5df120a1ae,3.47762498395064e-05,160,1,176,0.17905099034689487,True,False,False,False,0.020449,0.16887,0.139488,0.047789,1.8991
213,i_dehb_aug,small,2,0.07231783866882324,0.11760272085666656,eae0cd946bc8e24e,0.029672307384334917,192,2,80,0.28328662147070577,False,False,True,False,0.13758,0.059388,0.209,0.362838,1.557
213,i_dehb_aug,small,3,0.05281950533390045,0.09012632071971893,078a5aee4a677fcc,0.021602792234301487,80,1,128,0.11575518552030317,True,True,False,False,0.107283,0.110379,0.217794,0.256093,2.3143
213,i_dehb_aug,small,4,0.5981694459915161,0.5410011410713196,348e7e9a29923394,0.43033425691074756,80,2,160,0.2565543140397103,True,False,False,False,0.01,0.01,0.01,0.01,1.5
213,i_dehb_aug,small,5,0.5830263495445251,0.5765367150306702,8c10e5caad971edf,1.813179402163745e-05,64,1,64,0.34032338185567756,False,True,True,False,0.166297,0.297772,0.119068,0.072345,2.4849
213,i_dehb_aug,small,6,0.06634701788425446,0.0913628414273262,a5190a5c75c4c9b9,0.021602792234301487,176,2,128,0.11575518552030317,True,False,False,True,0.401261,0.110379,0.01,0.256093,2.3143
213,i_dehb_aug,small,7,0.0863770917057991,0.13348834216594696,7a509874717c0439,0.029672307384334917,192,2,128,0.11575518552030317,True,False,False,False,0.107283,0.110379,0.217794,0.107589,2.3143
213,i_dehb_aug,small,8,0.06917329132556915,0.10871289670467377,b9fecfaed1075a7e,0.021602792234301487,96,2,128,0.11575518552030317,True,True,False,False,0.107283,0.110379,0.01,0.256093,2.152
213,i_dehb_aug,small,9,0.25142353773117065,0.333101749420166,9684fdd9ad311601,0.11302315462205065,80,1,128,0.11575518552030317,True,True,False,True,0.107283,0.110379,0.217794,0.256093,2.152
213,i_dehb_aug,small,10,0.06744794547557831,0.10397802293300629,a6ee303a7dea9985,0.021602792234301487,80,3,128,0.705530090418445,True,True,False,False,0.107283,0.110379,0.217794,0.256093,2.3143
