site,group,space,trial,objective,test_mse_median,hash,learning_rate,hidden_dim,num_layers,out_channels,dropout,use_mixup,use_mixup_phys,use_mixup_temporal,use_jitter,sigma_mixup,sigma_phys,sigma_temporal,sigma_jitter,augmentation_factor
212,f_random_aug,small,1,0.06407002359628677,0.09345244616270065,d5b9dc4488d8d111,0.000831185277890429,64,1,208,0.18012761646251738,True,True,True,True,0.261719,0.494852,0.34982,0.195429,2.1076
212,f_random_aug,small,2,0.0653333067893982,0.08848100155591965,80fc02a9e0e6b22e,0.017719163177431788,176,2,48,0.27105672265006836,True,True,False,False,0.142301,0.16456,0.472128,0.412695,1.9346
212,f_random_aug,small,3,0.06112396717071533,0.08368875086307526,d968fceaa7dc7572,0.0004159442198726628,64,2,256,0.733511568251733,True,True,True,True,0.340121,0.410186,0.223819,0.028538,2.5704
212,f_random_aug,small,4,0.05798109248280525,0.09312869608402252,339e033af348676e,0.029064116527950462,176,2,256,0.5044465628482677,False,False,True,True,0.399089,0.34504,0.179495,0.411611,2.7591
212,f_random_aug,small,5,0.5007622241973877,0.5200417637825012,9f832e6bdd398bd0,1.603186530113457e-05,96,1,128,0.7065217674648072,False,False,False,True,0.472755,0.286104,0.20822,0.186862,1.6685
212,f_random_aug,small,6,0.5171217918395996,0.5292149782180786,f5db9640820405e8,0.00011261758451047451,32,2,32,0.5406936682646741,True,True,False,False,0.012644,0.328221,0.461314,0.0409,1.6117
212,f_random_aug,small,7,0.08010520786046982,0.11099662631750107,a6bae5f87c5514bb,0.001109750462422097,96,3,112,0.6864414145983719,False,True,True,False,0.487055,0.498324,0.378025,0.396306,1.9949
212,f_random_aug,small,8,0.06838788092136383,0.08609341084957123,31d0a89b2411a55b,0.055993585951114457,48,2,256,0.23990345240331817,True,False,False,True,0.133552,0.472309,0.332078,0.046436,2.1624
212,f_random_aug,small,9,0.05738619342446327,0.08255971223115921,a7e82139aed7909e,0.01145554428274097,240,1,144,0.721834472275685,False,True,False,False,0.129135,0.353658,0.284428,0.045775,1.9076
212,f_random_aug,small,10,0.07512453943490982,0.10301867127418518,601e1a524011b740,0.000867060743562716,80,2,144,0.10534630555956799,False,True,True,False,0.457534,0.081283,0.012347,0.458268,2.1086
