site,group,space,trial,objective,test_mse_median,hash,learning_rate,hidden_dim,num_layers,out_channels,dropout,use_mixup,use_mixup_phys,use_mixup_temporal,use_jitter,sigma_mixup,sigma_phys,sigma_temporal,sigma_jitter,augmentation_factor
212,b_llm_noaug,small,1,0.05936190485954285,0.08625216037034988,cffe8412f3580e34,0.002,64,1,64,0.3,False,False,False,False,0.01,0.01,0.01,0.01,1.0
212,b_llm_noaug,small,2,0.07767155766487122,0.09889492392539978,f9d50e721770cdbb,0.001,128,2,128,0.4,False,False,False,False,0.01,0.01,0.01,0.01,1.0
212,b_llm_noaug,small,3,0.07056167721748352,0.09320946037769318,25117f03b04a99f7,0.002,80,2,80,0.3,False,False,False,False,0.01,0.01,0.01,0.01,1.0
212,b_llm_noaug,small,4,0.06333552300930023,0.08740457892417908,0977a0f5c881920a,0.002,64,1,64,0.4,False,False,False,False,0.01,0.01,0.01,0.01,1.0
212,b_llm_noaug,small,5,0.059370074421167374,0.08149250596761703,c8ef953144520abf,0.003,64,1,64,0.3,False,False,False,False,0.01,0.01,0.01,0.01,1.0
212,b_llm_noaug,small,6,0.3357175886631012,0.35799336433410645,f787a20fda574788,3.4724656338793395e-05,256,2,96,0.1190181806122638,False,False,False,False,0.01,0.01,0.01,0.01,1.0
212,b_llm_noaug,small,7,0.0627068355679512,0.0899852067232132,b64e94a93d13ddd2,0.001,96,1,96,0.3,False,False,False,False,0.01,0.01,0.01,0.01,1.0
212,b_llm_noaug,small,8,0.05943702906370163,0.08515869081020355,3af3a426f5c4a9ed,0.002,96,1,96,0.3,False,False,False,False,0.01,0.01,0.01,0.01,1.0
212,b_llm_noaug,small,9,0.1667947620153427,0.1844950169324875,fdc5c375fa56d11b,6.439405045345803e-05,192,3,240,0.03604228819109325,False,False,False,False,0.01,0.01,0.01,0.01,1.0
212,b_llm_noaug,small,10,0.07432052493095398,0.10469836741685867,408a88e300834e14,0.007522991969810175,256,3,192,0.31596001474480473,False,False,False,False,0.01,0.01,0.01,0.01,1.0
