site,group,space,trial,objective,test_mse_median,hash,learning_rate,hidden_dim,num_layers,out_channels,dropout,use_mixup,use_mixup_phys,use_mixup_temporal,use_jitter,sigma_mixup,sigma_phys,sigma_temporal,sigma_jitter,augmentation_factor
213,c_tpe_aug,small,1,0.3079506754875183,0.3387886583805084,8c4455ee632a1898,0.0837333014417402,160,1,256,0.6440137604643619,True,False,False,False,0.01,0.01,0.01,0.01,1.5
213,c_tpe_aug,small,2,0.05321527644991875,0.09229493886232376,b376d45646335098,0.0013965708458860927,64,1,144,0.09014390246819026,True,False,True,True,0.280053,0.038202,0.3017,0.325092,2.6118
213,c_tpe_aug,small,3,0.3975256383419037,0.394315630197525,026c040405003a42,2.916000387310648e-05,240,2,176,0.32393279139393966,True,True,True,False,0.208253,0.493396,0.239112,0.175632,2.1727
213,c_tpe_aug,small,4,0.4942588210105896,0.496315598487854,c9e8c7ea76cd04b5,6.525915581012823e-05,48,1,112,0.7853863165495251,True,True,False,False,0.209659,0.291571,0.323102,0.07995,2.2298
213,c_tpe_aug,small,5,0.3638293743133545,0.3671821057796478,00445adb7df76b23,4.079034177500363e-05,240,3,192,0.3120934877344572,True,False,False,False,0.090312,0.370847,0.106901,0.419525,2.1406
213,c_tpe_aug,small,6,0.046451956033706665,0.07993464171886444,10dae58b0f416d5d,0.006135902860087981,64,1,144,0.0789004479298963,False,False,True,True,0.488046,0.015473,0.331403,0.295888,2.9941
213,c_tpe_aug,small,7,0.05513788387179375,0.08696860074996948,c2407f994192c1d9,0.052710186224438016,64,2,144,0.061576113378334685,False,False,True,True,0.483448,0.051559,0.493975,0.264528,2.8277
213,c_tpe_aug,small,8,0.07754611223936081,0.10220063477754593,a124f60abf614966,0.002714434485511507,128,3,16,0.012606195453500502,False,False,True,True,0.497406,0.181823,0.011884,0.028856,2.9933
213,c_tpe_aug,small,9,0.05392592027783394,0.08639583736658096,1e4d70bda23e5100,0.003520612958519046,96,1,96,0.47068411275865085,False,True,True,True,0.371825,0.164036,0.389894,0.17336,2.5895
213,c_tpe_aug,small,10,0.5177942514419556,0.4857107400894165,e59ceff34250b4aa,0.39240377161616585,208,1,224,0.18230313254211378,False,False,True,True,0.037476,0.134341,0.198569,0.351494,1.7748
