site,group,space,trial,objective,test_mse_median,hash,learning_rate,hidden_dim,num_layers,out_channels,dropout,use_mixup,use_mixup_phys,use_mixup_temporal,use_jitter,sigma_mixup,sigma_phys,sigma_temporal,sigma_jitter,augmentation_factor
212,i_dehb_aug,small,1,0.05638723820447922,0.08418504893779755,16d8c2d715fdfea5,0.0022154987181134296,224,2,256,0.09563854424543781,False,True,True,True,0.408561,0.309911,0.083818,0.070971,1.97
212,i_dehb_aug,small,2,0.057207707315683365,0.08444136381149292,8e15805200ad4909,0.002295398076132912,176,2,224,0.441158623496201,False,True,True,False,0.380859,0.110525,0.133293,0.095587,1.9832
212,i_dehb_aug,small,3,0.06182469427585602,0.08056268095970154,9166736320797d62,0.005182736917162977,256,2,224,0.5811310110838214,False,True,False,True,0.222172,0.24915,0.117008,0.118821,2.2868
212,i_dehb_aug,small,4,0.0614415667951107,0.0847717672586441,58c03ebeca34b448,0.01057228120962547,112,2,128,0.0005212656919385772,False,True,True,False,0.449662,0.229639,0.382111,0.465488,1.7305
212,i_dehb_aug,small,5,0.5539283752441406,0.5733832716941833,8d96405301c5bb87,3.4867630357763054e-05,32,3,112,0.33138576412694887,False,True,False,False,0.139236,0.072958,0.041465,0.318648,2.3013
212,i_dehb_aug,small,6,0.05750739946961403,0.0772627741098404,80176b607944efd8,0.0022154987181134296,224,3,256,0.7790044150731674,True,True,True,False,0.139236,0.309911,0.083818,0.070971,2.9133
212,i_dehb_aug,small,7,0.5684874653816223,0.5434211492538452,e18554907424257d,0.35978999513749854,224,2,256,0.09563854424543781,False,True,True,True,0.416081,0.309911,0.275921,0.403077,2.9803
212,i_dehb_aug,small,8,0.0795571357011795,0.10024545341730118,324ed138d9529f47,0.0022154987181134296,224,2,48,0.7790044150731674,False,True,True,True,0.139236,0.309911,0.083818,0.062867,2.4546
212,i_dehb_aug,small,9,0.058474812656641006,0.08602868020534515,3c4f289336792236,0.0009060825187583891,224,2,144,0.09563854424543781,True,True,True,True,0.260266,0.309911,0.068734,0.070971,1.97
212,i_dehb_aug,small,10,0.05812769755721092,0.08475900441408157,048d6abbb6528a5b,0.0022154987181134296,224,2,256,0.09563854424543781,False,True,True,False,0.449662,0.309911,0.382111,0.070971,1.97
