site,group,space,trial,objective,test_mse_median,hash,learning_rate,hidden_dim,num_layers,out_channels,dropout,use_mixup,use_mixup_phys,use_mixup_temporal,use_jitter,sigma_mixup,sigma_phys,sigma_temporal,sigma_jitter,augmentation_factor
212,g_llm_noctx,small,1,0.07512740790843964,0.09765978157520294,335f70ec9437257b,0.001,128,2,64,0.2,True,False,False,True,0.1,0.1,0.1,0.1,2.0
212,g_llm_noctx,small,2,0.07807111740112305,0.09215980768203735,f07dab05cc253422,0.01,160,3,96,0.1,False,False,False,True,0.1,0.1,0.1,0.1,2.0
212,g_llm_noctx,small,3,0.05511860549449921,0.07733042538166046,a1cce9d2452c169f,0.005,144,2,80,0.15,True,True,False,True,0.15,0.1,0.1,0.15,2.5
212,g_llm_noctx,small,4,0.052480246871709824,0.07824847102165222,64c3f1f291e16528,0.004,160,2,96,0.2,True,True,False,True,0.2,0.15,0.1,0.2,2.8
212,g_llm_noctx,small,5,0.05178156867623329,0.07559338957071304,6096ae6838eaa953,0.003,176,2,112,0.18,True,True,False,True,0.18,0.12,0.1,0.18,2.9
212,g_llm_noctx,small,6,0.04935585334897041,0.07275853306055069,ba848a8f1b51306b,0.002,192,2,128,0.2,True,True,False,True,0.2,0.15,0.1,0.2,3.0
212,g_llm_noctx,small,7,0.05012156441807747,0.07380933314561844,e4760c452ee48bfc,0.0015,224,2,160,0.2,True,True,False,True,0.2,0.15,0.1,0.2,3.0
212,g_llm_noctx,small,8,0.04939819872379303,0.07148611545562744,f5405a605307ed79,0.002,208,2,144,0.2,True,True,True,True,0.2,0.15,0.2,0.2,3.0
212,g_llm_noctx,small,9,0.047234341502189636,0.07272345572710037,417f6fe74be02e0f,0.0018,208,2,144,0.2,True,True,True,True,0.2,0.15,0.2,0.2,3.0
212,g_llm_noctx,small,10,0.04998214542865753,0.06993506848812103,14814a517f492fa9,0.0017,208,2,144,0.2,True,True,True,True,0.2,0.15,0.25,0.2,3.0
