site,group,space,trial,objective,test_mse_median,hash,learning_rate,hidden_dim,num_layers,out_channels,dropout,use_mixup,use_mixup_phys,use_mixup_temporal,use_jitter,sigma_mixup,sigma_phys,sigma_temporal,sigma_jitter,augmentation_factor
212,h_hebo_aug,small,1,0.5665549039840698,0.5693448185920715,b3dba1dbaa4d95fd,0.308100163936615,128,3,96,0.18757355213165283,False,True,False,True,0.165985,0.041072,0.175395,0.327958,1.944
212,h_hebo_aug,small,2,0.5692025423049927,0.5437756180763245,023f5bf61da30931,0.23689791560173035,144,1,144,0.7552552819252014,True,False,True,False,0.444179,0.396661,0.343894,0.187318,2.6144
212,h_hebo_aug,small,3,0.07817485183477402,0.09921189397573471,27b0d44b4f67cfe0,0.02049805223941803,48,2,16,0.5474700331687927,True,True,True,False,0.298684,0.313216,0.408261,0.46223,1.6195
212,h_hebo_aug,small,4,0.5677467584609985,0.5431482791900635,d4ba77661dfb8899,0.4658993184566498,224,2,208,0.30810821056365967,False,False,False,True,0.08174,0.140779,0.086641,0.05398,2.8217
212,h_hebo_aug,small,5,0.5564767718315125,0.5319655537605286,7ae7773c6797f398,0.3758760392665863,64,1,240,0.2156166285276413,False,True,True,False,0.425368,0.364401,0.053303,0.406527,2.3622
212,h_hebo_aug,small,6,0.5610888004302979,0.5405951738357544,b09e46b7cf75b747,0.07134109735488892,208,3,48,0.42919716238975525,True,False,False,True,0.214165,0.199623,0.466563,0.112555,2.1028
212,h_hebo_aug,small,7,0.46751174330711365,0.44647252559661865,c1a94bf99f1c5cf1,0.17128059267997742,80,2,176,0.6743398904800415,True,True,False,True,0.06873,0.116183,0.287334,0.265436,2.6985
212,h_hebo_aug,small,8,0.6406923532485962,0.5937403440475464,1bc4f438dc0518ef,0.35014671087265015,192,2,112,0.08243940025568008,False,False,True,False,0.341183,0.464118,0.210953,0.254625,1.8368
212,h_hebo_aug,small,9,0.5694124698638916,0.5437988638877869,50a69d2e86bea844,0.3222217559814453,32,2,64,0.7189005017280579,False,True,True,False,0.122294,0.496506,0.137067,0.101009,2.8116
212,h_hebo_aug,small,10,0.5735256671905518,0.5458564758300781,584ece241ddffbbd,0.1251218020915985,256,2,256,0.136386901140213,True,False,False,True,0.272252,0.079069,0.366932,0.418069,1.7468
