,Active_Power,GHI,DHI,Temperature,Humidity,Wind_Speed,WD_sin,WD_cos,has_wind,delta_t
2016-11-28 07:30:00,1.5291777849197665,432.3384399414067,35.43201573689767,26.260440826416,12.501508394877334,2.1866457462311,-0.4958614696013922,0.8684016368966307,0,15.0
2016-11-28 07:45:00,1.9113778670629002,501.58256022135333,43.609160105387666,26.658482233683003,11.967948277791669,2.1866457462311,-0.44948350418724303,0.8932886316659115,0,15.0
2016-11-28 08:00:00,2.273422320683767,564.4561360677067,46.05972798665366,27.347352981567,11.697048823038665,2.1866457462311,-0.4797280682217133,0.877417221486029,0,15.0
2016-11-28 08:15:00,2.6115999221802,627.4359741210966,48.14702224731433,28.190635045369664,11.163911819458,2.1866457462311,-0.6428413307326779,0.7659993625988469,0,15.0
2016-11-28 08:30:00,2.919777949651067,688.5589396158899,52.866923014323,28.885175704955998,10.541173617045333,2.1866457462311,-0.6132509520703779,0.789888137513645,0,15.0
2016-11-28 08:45:00,3.2170443534851003,747.91575113932,55.368227640787666,29.74741172790533,10.137504259745333,2.1866457462311,-0.8256278888081464,0.5642150203798221,0,15.0
2016-11-28 09:00:00,3.4743553797404,809.7817993164067,61.23769760131833,30.232351303100668,9.8514617284139,2.1866457462311,-0.76103932334943,0.6487057486378872,0,15.0
2016-11-28 09:15:00,3.7047999699910332,874.5669759114567,65.43454488118466,30.505200703938666,9.687684694925933,2.1866457462311,-0.782401102537506,0.6227748507671893,0,15.0
2016-11-28 09:30:00,3.9037110805511333,932.4035034179666,67.328140258789,31.036544164022,9.454263369242367,2.1866457462311,-0.7565207428515439,0.6539696977959668,0,15.0
2016-11-28 09:45:00,4.077155590057367,984.2672119140734,71.52867380777967,31.523710886637332,8.8807280858358,2.1866457462311,-0.8044278249928298,0.5940503971695542,0,15.0
2016-11-28 10:00:00,4.264155546824133,1027.8805135091,75.51575978596999,31.959981918334666,8.567614873250333,2.1866457462311,-0.7824212258660139,0.6227495686986254,0,15.0
2016-11-28 10:15:00,4.402022361755367,1069.4635009765668,79.12345631917333,32.365535736084,8.372704505920401,2.1866457462311,-0.8380030171473383,0.5456655965442186,0,15.0
2016-11-28 10:30:00,4.568844636281333,1108.4958902995002,83.56533813476567,32.266317367554,8.391805648803699,2.1866457462311,-0.716042471282694,0.6980567164058894,0,15.0
2016-11-28 10:45:00,4.681266466776534,1135.3798828124666,84.53246307373067,32.561339060465336,8.249965349833166,2.1866457462311,-0.618797759447146,0.7855503375998205,0,15.0
2016-11-28 11:00:00,4.810288747151667,1166.8513183593666,87.92227935791,32.447233835856004,8.240425427754735,2.1866457462311,-0.7025866054688991,0.7115982446687805,0,15.0
2016-11-28 11:15:00,4.856377601623533,1177.7430419922,79.09455108642567,32.94119389851867,8.1502669652303,2.1866457462311,-0.7873808425241688,0.6164668756923847,0,15.0
2016-11-28 11:30:00,4.9145774841308665,1195.5351155599,75.71585337320967,33.63957468668633,7.949224313100166,2.1866457462311,-0.7846052534071134,0.6199956421830394,0,15.0
2016-11-28 11:45:00,4.9436887105306,1204.5739746094,74.64675394694,33.405778249104664,7.9846607844034665,2.1866457462311,-0.9283763490518717,0.371641432729341,0,15.0
2016-11-28 12:00:00,4.978489081064833,1209.6444905598667,73.957590738932,33.916098276774,7.652300993601467,2.1866457462311,-0.9300111552815443,0.3675312926158632,0,15.0
2016-11-28 12:15:00,4.998422304789201,1208.0928955078334,73.683334350586,34.034049987793,7.621404647827133,2.1866457462311,-0.9995838054598117,0.028848151803558708,0,15.0
2016-11-28 12:30:00,5.059311230977367,1209.7640787760333,77.56717173258467,34.471472422281664,7.531646092732733,2.1866457462311,-0.9806421739887734,-0.19580839255397692,0,15.0
2016-11-28 12:45:00,5.012888908386199,1189.2080891927,73.815518697103,34.747643788655665,7.523632526397701,2.1866457462311,-0.9092278976705834,-0.41629872699484816,0,15.0
2016-11-28 13:00:00,4.9843552907308,1187.9656168620002,75.45265452067066,34.994626363118336,7.375245253245033,2.1866457462311,-0.9317299310559041,0.3631519455745215,0,15.0
2016-11-28 13:15:00,4.9112892150879,1178.3892822265668,82.89005788167333,35.19441095987967,7.2527325948079335,2.1866457462311,-0.9989396181687823,0.0460395401020412,0,15.0
2016-11-28 13:30:00,4.8568221728007,1162.0324707031334,88.49744669596333,34.837718963623,7.2373159726460665,2.1866457462311,-0.9987665671045045,-0.04965223493744502,0,15.0
2016-11-28 13:45:00,4.7594666481017995,1137.8147786458,96.33173116048165,35.28906377156567,6.9291729927063,2.1866457462311,-0.8786666544826816,-0.47743576562738993,0,15.0
2016-11-28 14:00:00,4.615710735321033,1091.9975992838665,95.794443766276,35.29621251424133,6.919863224029534,2.1866457462311,-0.8988044363782063,-0.43834984332933763,0,15.0
2016-11-28 14:15:00,4.515133380889867,1049.0731608073,93.55069224039732,35.39748509724933,6.739456494649233,2.1866457462311,-0.8057176149771976,-0.5922998606410915,0,15.0
2016-11-28 14:30:00,4.3848001162211,1009.5831502278767,93.47181701660168,35.30424118042,6.767352581024166,2.1866457462311,-0.813734903315122,-0.5812361887621322,0,15.0
2016-11-28 14:45:00,4.183355967203767,955.10860188802,81.329195658366,35.417055765787666,6.583847363789867,2.1866457462311,-0.9984674557250844,-0.05534202614538614,0,15.0
2016-11-28 15:00:00,4.007377703984567,895.6242675781233,74.50345102945933,35.740444183349666,6.3307825724284,2.1866457462311,-0.7181118910739052,-0.6959276628344786,0,15.0
2016-11-28 15:15:00,3.8005109628041667,850.2457682291666,71.41662343343067,35.737893422444664,6.338960647583001,2.1866457462311,-0.762450527345666,-0.6470465156001659,0,15.0
2016-11-28 15:30:00,3.579733451207467,800.7025349934901,78.16088104248067,36.047648111979335,6.321320215861,2.1866457462311,-0.9675725261897339,-0.2525933620719609,0,15.0
2016-11-28 15:45:00,3.3161776860555334,740.58595784505,77.26314544677733,35.18011983235667,6.5212942759196,2.1866457462311,-0.9561449156965479,-0.2928940084529579,0,15.0
2016-11-28 16:00:00,3.035622278849267,674.6536865234367,72.478121439616,35.46939341227233,6.3413101832072,2.1866457462311,-0.9571335466130896,-0.2896469815963022,0,15.0
2016-11-28 16:15:00,2.7370000680287667,616.7584635416666,65.89469273885067,35.44396336873367,6.258694966634134,2.1866457462311,-0.9670639725111194,-0.254533441950194,0,15.0
2016-11-28 16:30:00,2.4175777435302668,550.8264363606767,65.868194580078,35.382132212321004,6.6252179145813,2.1866457462311,-0.6876115065994542,-0.7260787946166922,0,15.0
2016-11-28 16:45:00,2.081422170003267,487.88360595703335,62.224806467692,35.065181732178,6.561866283416767,2.1866457462311,-0.9728542498778144,-0.2314186865719251,0,15.0
2016-11-28 17:00:00,1.7248888810475667,423.11000569661,56.913330078125,34.866682688395,6.768571853637667,2.1866457462311,-0.9653406872133814,-0.2609930221488625,0,15.0
2016-11-28 17:15:00,1.3587555885315001,362.96774291992,53.85485076904266,34.58641815185567,6.867804050445566,2.1866457462311,-0.9994306075507285,0.033741083129940085,0,15.0
2016-11-28 17:30:00,0.9926000237465066,300.27163696289,47.996917724609666,34.49636332194033,6.9465637207031,2.1866457462311,-0.915732358717937,-0.40178880919817,0,15.0
2016-11-28 17:45:00,0.6416667103767367,235.60562133788667,43.07369867960633,34.13295873006167,7.197275638580334,2.1866457462311,-0.8937360035315968,-0.44859330801001657,0,15.0
2016-11-28 18:00:00,0.34828889369964333,175.58699544270667,40.259745279947666,33.715761820475336,7.388057867685934,2.1866457462311,-0.9862496524197227,0.16526228578225644,0,15.0
2016-11-28 18:15:00,0.14884444574515,110.825647989909,35.328183492025,33.431413014729664,7.462970733642567,2.1866457462311,-0.9489990404945603,0.31527895765560354,0,15.0
2016-11-28 18:30:00,0.07815555483102833,31.412605921427666,29.623284657796333,32.891441345215,7.687605222066234,2.1866457462311,-0.8615898246522739,-0.5076051359626537,0,15.0
2016-11-28 18:45:00,0.041333326448997,20.080680847168,19.125429789225333,32.149319330851334,8.135084311167434,2.1866457462311,-0.6944026421182242,-0.7195866665101776,0,15.0
2016-11-28 19:00:00,0.0064222216606140995,10.668902715047068,10.422116915384933,31.355986277262332,8.414909998575867,2.1866457462311,-0.9796092721295928,-0.20091210505524415,0,15.0
2016-11-28 19:15:00,0.0,5.844467798868799,5.6951459248860665,30.305532455444336,8.924029668172201,2.1866457462311,-0.9147395897732709,0.40404391209549007,0,15.0
2016-11-28 19:30:00,0.0,0.0,3.9715832869212,28.428647359212334,10.1944688161214,2.1866457462311,-0.6719339220695559,0.7406111019774304,0,15.0
2016-11-28 19:45:00,0.0,0.0,3.8670852184295668,27.045431137085,11.299871126810666,2.1866457462311,-0.521858074919911,0.8530323262578533,0,15.0
2016-11-28 21:45:00,0.0,0.0,1.9744100570679002,21.605164845784667,16.712659835815668,2.1866457462311,-0.41957163509279566,0.9077222279010017,0,120.0
2016-11-28 23:45:00,0.0,0.0,1.1518224676450035,18.851104736328335,21.800645828247,2.1866457462311,0.9026428602627861,-0.43039036561779176,0,120.0
2016-11-29 01:45:00,0.0,0.0,0.49270874261855996,22.451737085978333,13.423553784688332,2.1866457462311,-0.7044926321273911,0.7097113013600814,0,120.0
2016-11-29 03:45:00,0.0,0.0,2.5559471448262334,17.788008371988667,19.808543523152334,2.1866457462311,-0.6604606205749715,0.7508606852604041,0,120.0
2016-11-29 05:15:00,0.0,0.0,1.1033546129862668,15.744597434997667,25.440893809000666,2.1866457462311,-0.9978309932181987,-0.0658278738315545,0,90.0
