Time,Active_Power,GHI,Temperature,Humidity,Wind_Speed,WD_sin,WD_cos,delta_t
2022-01-20 00:00:00,0.0,2.9779733333333334,14.0608,67.45373333333333,4.40702,-0.5127165332180046,0.8585579517801409,15.0
2022-01-20 00:15:00,0.0,2.9779,13.9618,68.1768,3.90286,-0.5035412738973399,0.8639711716729003,15.0
2022-01-20 00:30:00,0.0,3.0514333333333337,13.8908,68.8064,3.74502,-0.8241462757521264,0.566377008858852,15.0
2022-01-20 02:30:00,0.0,3.47058,13.924933333333334,72.54073333333334,3.1620266666666668,-0.1648295587017544,0.9863220653408221,120.0
2022-01-20 04:30:00,0.0,4.124806666666667,14.206933333333334,78.4556,2.83586,-0.9907067506138765,-0.13601519873931164,120.0
2022-01-20 06:30:00,0.0,4.183713333333333,13.695533333333334,80.8332,2.81542,0.983031274981598,-0.1834380342460469,120.0
2022-01-20 06:45:00,0.0,4.882246666666666,13.574066666666665,81.91913333333333,2.7880066666666665,0.8222300756852196,-0.5691552535457072,15.0
2022-01-20 07:00:00,13.666667,8.279386666666666,13.570466666666666,81.9572,2.8059000000000003,0.5164274767341788,-0.8563309297660392,15.0
2022-01-20 07:15:00,427.0886,14.742753333333333,13.577,81.6628,3.06602,0.5912311814983691,-0.8065021326841254,15.0
2022-01-20 07:30:00,1602.8466,32.338,13.702066666666667,80.76166666666667,2.8905666666666665,-0.9893406158164658,-0.14561986779246894,15.0
2022-01-20 07:45:00,2723.2622,49.25713333333333,14.0056,78.9826,3.0113133333333333,-0.48500265972045015,0.874512675759528,15.0
2022-01-20 08:00:00,5750.6904,92.3666,14.439400000000001,77.81166666666667,2.5581400000000003,-0.8285015116971353,-0.5599868258410743,15.0
2022-01-20 08:15:00,8735.748,145.1749333333333,15.365866666666667,74.95553333333334,2.7246466666666667,-0.6098361893829932,-0.7925274898190157,15.0
2022-01-20 08:30:00,10456.709,209.44666666666666,16.709600000000002,69.4066,2.47884,0.9464379471220615,-0.3228857572693132,15.0
2022-01-20 08:45:00,13051.58,241.958,18.045866666666665,65.3372,2.70442,0.8377138874072005,-0.5461093689409807,15.0
2022-01-20 09:00:00,15976.965,316.276,19.060666666666666,62.754266666666666,2.5481133333333332,0.6250479462427886,0.7805863596666752,15.0
2022-01-20 09:15:00,18459.842,367.26866666666666,20.273733333333332,58.900533333333335,2.4528000000000003,0.7095354808457157,0.7046697108724335,15.0
2022-01-20 09:30:00,21305.379,400.8693333333333,21.388266666666667,55.48546666666667,2.49746,0.6776003159217052,0.7354303582684123,15.0
2022-01-20 09:45:00,23978.066,435.59066666666666,22.403066666666668,51.6922,1.9023333333333334,0.3467364845453241,0.9379625846936275,15.0
2022-01-20 10:00:00,26346.031,467.902,22.8614,49.647133333333336,1.4666106666666667,0.8685110018562571,0.4956698898002991,15.0
2022-01-20 10:15:00,28503.604,495.808,22.24866666666667,51.59846666666667,1.8951133333333334,0.9995473808660177,-0.030083773099201207,15.0
2022-01-20 10:30:00,30587.744,522.9906666666667,21.161066666666667,55.17193333333333,3.9299733333333338,0.9227283625373938,-0.3854508645327702,15.0
2022-01-20 10:45:00,32380.219,545.228,19.559,61.549200000000006,4.188226666666667,0.8922976200679554,-0.4514476240064429,15.0
2022-01-20 11:00:00,34019.0,562.2206666666666,19.8404,59.9706,3.0179400000000003,0.9774967196767655,-0.2109506174941493,15.0
2022-01-20 11:15:00,35720.156,579.3046666666667,20.747533333333333,56.9636,2.8944466666666666,0.9778677911477337,-0.2092237630764063,15.0
2022-01-20 11:30:00,36990.86,595.7639999999999,21.236733333333333,53.5902,2.8699933333333334,0.9740726639971915,-0.2262353757780035,15.0
2022-01-20 11:45:00,38009.086,607.1233333333333,20.88,54.172866666666664,3.3960066666666666,0.9549374425428545,-0.29680714416892395,15.0
2022-01-20 12:00:00,38603.797,615.0873333333333,20.5702,54.9958,4.03732,0.9468362121505441,-0.32171600420310104,15.0
2022-01-20 12:15:00,38745.16,619.2293333333333,20.8322,53.0302,4.040593333333333,0.9536816055669431,-0.30081787713375246,15.0
2022-01-20 12:30:00,38630.78,623.5206666666667,20.522333333333332,53.67673333333333,4.065486666666667,0.9587741180812518,-0.28416929900592314,15.0
2022-01-20 12:45:00,37708.363,588.6713333333333,20.262533333333334,56.63746666666667,3.935713333333333,0.9204243633041853,-0.39092069711910243,15.0
2022-01-20 13:00:00,36322.332,475.342,19.62793333333333,58.2878,3.9509266666666667,0.8776206852333445,-0.4793557476974224,15.0
2022-01-20 13:15:00,38759.523,559.5953333333333,19.758333333333333,58.75713333333333,4.386480000000001,0.7871575364551292,-0.6167519864596237,15.0
2022-01-20 13:30:00,36346.0,581.0793333333334,19.865466666666666,59.788066666666666,4.377853333333333,0.764996342927827,-0.6440346227549032,15.0
2022-01-20 13:45:00,32278.77,479.08799999999997,20.0742,59.062733333333334,4.651506666666666,0.7449483952887661,-0.6671220940402831,15.0
2022-01-20 14:00:00,33165.96,542.09,19.32106666666667,60.70046666666667,4.8252,0.7675083677588683,-0.6410389266028372,15.0
2022-01-20 14:15:00,21345.809,312.4653333333333,18.956866666666667,61.709066666666665,4.04402,0.8013234254954997,-0.5982313664061408,15.0
2022-01-20 14:30:00,31652.969,420.916,18.391000000000002,64.56566666666667,3.912093333333333,0.8048109326029558,-0.5935312651939748,15.0
2022-01-20 14:45:00,17124.727,251.63133333333334,18.48326666666667,63.89973333333333,3.7708266666666668,0.7893413267838768,-0.6139546154489507,15.0
2022-01-20 15:00:00,14111.614,199.08333333333334,17.758666666666667,65.7708,3.567126666666667,0.839594583138205,-0.5432135270452897,15.0
2022-01-20 15:15:00,13729.104,204.79866666666666,17.468533333333333,67.05033333333333,3.289093333333333,0.797562872408396,-0.6032358283090195,15.0
2022-01-20 15:30:00,14035.877,191.74133333333333,17.558,66.03993333333334,3.493393333333333,0.8353023428610183,-0.5497908657033999,15.0
2022-01-20 15:45:00,9945.352,139.06466666666665,17.2324,67.52426666666666,3.02054,0.8174600095731114,-0.5759853581027287,15.0
2022-01-20 16:00:00,6755.6187,93.308,16.949666666666666,70.22213333333335,2.4321466666666667,0.8637006557155387,-0.5040051362005634,15.0
2022-01-20 16:15:00,6408.6357,93.556,16.647933333333334,70.74086666666668,2.5863133333333335,0.858769184937611,-0.5123626518410482,15.0
2022-01-20 16:30:00,6231.918,84.97506666666666,16.569933333333335,72.44593333333334,2.047012,0.8673928132649438,-0.49762406241692764,15.0
2022-01-20 16:45:00,3056.947,58.91766666666667,16.584533333333333,73.28673333333333,1.7366933333333334,0.92041845005938,-0.3909346195852815,15.0
2022-01-20 17:00:00,2696.122,42.434066666666666,16.365866666666665,74.55466666666666,2.16822,0.8743939717757049,-0.48521663421847744,15.0
2022-01-20 17:15:00,1777.9395,32.4252,16.140066666666666,75.22706666666666,1.9609333333333334,0.9345398629448853,-0.3558584614238573,15.0
2022-01-20 17:30:00,987.3742,23.357000000000003,16.048866666666665,75.88313333333333,2.1667733333333334,0.91788119514039,-0.3968552779133083,15.0
2022-01-20 17:45:00,111.278946,8.702553333333332,15.972333333333333,76.42213333333333,1.6810486666666666,0.9806349447271265,-0.19584459446210295,15.0
2022-01-20 18:00:00,10.333333,3.572346666666667,15.843333333333334,76.87073333333333,1.7205333333333332,0.9868756405666916,-0.16148210444529762,15.0
2022-01-20 18:15:00,0.0,2.2272466666666664,15.800600000000001,77.70686666666667,1.7713700000000001,0.9840616025695,-0.17782790092768705,15.0
2022-01-20 18:30:00,0.0,2.0949866666666663,15.746133333333335,78.8532,1.9530533333333333,0.986964738991047,-0.16093664588382117,15.0
2022-01-20 18:45:00,0.0,2.1759600000000003,15.707333333333334,80.1386,2.01296,0.9905973777859631,-0.1368094847719768,15.0
2022-01-20 20:45:00,0.0,2.8966133333333333,15.670733333333335,79.76653333333334,1.524646,0.37990578143944126,0.9250251873483702,120.0
2022-01-20 22:45:00,0.0,3.09496,15.461066666666666,83.65873333333334,2.13762,0.6885056388042378,0.7252309875720758,120.0
2022-01-21 00:45:00,0.0,3.337553333333333,15.520000000000001,86.59393333333334,2.2755133333333335,0.9993543596054899,0.03592859498367888,120.0
2022-01-21 02:45:00,0.0,3.337593333333333,15.128066666666665,87.33999999999999,2.45276,0.9987691370093198,0.04960051368341392,120.0
2022-01-21 04:45:00,0.0,3.15428,14.444533333333334,89.2376,1.4632366666666667,0.648117242789013,0.7615405698973414,120.0
2022-01-21 06:45:00,0.0,3.5880266666666665,14.354333333333333,90.4466,1.4508733333333335,0.5673321902174252,0.8234890320721334,120.0
2022-01-21 07:00:00,0.0,6.683526666666666,14.377466666666667,90.46000000000001,1.7549540000000001,0.9993093166713215,-0.03716032311345546,15.0
2022-01-21 07:15:00,255.46301,11.337986666666666,14.390133333333333,90.51746666666666,1.9575666666666665,0.7562959170509178,0.6542296889106388,15.0
